user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_005549915.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.72	0.9	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.72	0.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.03, 0.81; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.77, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.25, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.17, 0.84	96.8	11	N/A	N/A
GCA_005601095.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella arizonae	GCF_008692845.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella arizonae	99.36	0.97	GCF_008692845.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella arizonae	99.36	0.97	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 93.87, 0.88; GCF_900478215.1, s__Salmonella houtenae, 95.0, 93.38, 0.87; GCF_000006945.2, s__Salmonella enterica, 95.0604, 93.34, 0.86; GCF_000252995.1, s__Salmonella bongori, 95.0, 89.55, 0.82	97.62	11	N/A	N/A
GCA_005767655.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.73	0.9	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.73	0.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.06, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.84, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.26, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.12, 0.84	97.64	11	N/A	N/A
GCA_005870975.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.77	0.94	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.77	0.94	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.07, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.76, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.23, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.16, 0.84	98.49	11	N/A	N/A
GCA_006051015.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella bongori	GCF_000252995.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella bongori	98.73	0.96	GCF_000252995.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella bongori	98.73	0.96	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000006945.2, s__Salmonella enterica, 95.0604, 90.44, 0.84; GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 90.13, 0.82; GCF_900478215.1, s__Salmonella houtenae, 95.0, 89.93, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 89.49, 0.81	96.8	11	N/A	N/A
GCA_006051055.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	N/A	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 94.69, 0.8; GCF_000006945.2, s__Salmonella enterica, 95.0604, 94.51, 0.84; GCF_900478215.1, s__Salmonella houtenae, 95.0, 93.96, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 92.79, 0.86; GCF_000252995.1, s__Salmonella bongori, 95.0, 89.68, 0.88	96.62	11	0.9946344288121676	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_006051135.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	95.59	0.88	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	95.59	0.88	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.13, 0.86; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.83, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.08, 0.86; GCF_000252995.1, s__Salmonella bongori, 95.0, 89.72, 0.85	97.64	11	N/A	N/A
GCA_006112595.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella arizonae	GCF_008692845.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella arizonae	99.28	0.96	GCF_008692845.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella arizonae	99.28	0.96	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 93.81, 0.85; GCF_900478215.1, s__Salmonella houtenae, 95.0, 93.29, 0.85; GCF_000006945.2, s__Salmonella enterica, 95.0604, 93.19, 0.83; GCF_000252995.1, s__Salmonella bongori, 95.0, 89.38, 0.82	95.97	11	N/A	N/A
GCA_006113225.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella bongori	GCF_000252995.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella bongori	98.97	0.97	GCF_000252995.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella bongori	98.97	0.97	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000006945.2, s__Salmonella enterica, 95.0604, 90.32, 0.84; GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 90.05, 0.82; GCF_900478215.1, s__Salmonella houtenae, 95.0, 89.92, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 89.53, 0.81	97.6	11	N/A	N/A
GCA_006461325.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.9	0.92	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.9	0.92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.09, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.91, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.3, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.12, 0.85	97.64	11	N/A	N/A
GCA_006685825.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.72	0.9	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.72	0.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.04, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.78, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.23, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.18, 0.83	98.47	11	N/A	N/A
GCA_006695545.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.06	0.93	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.06	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.03, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.85, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.33, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.13, 0.84	98.47	11	N/A	N/A
GCA_006696945.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.83	0.96	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.83	0.96	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.1, 0.81; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.78, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.31, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.19, 0.84	95.73	11	N/A	N/A
GCA_006697045.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.32	0.93	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.32	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.03, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.84, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.29, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.09, 0.84	97.54	11	N/A	N/A
GCA_006760965.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	GCF_008692785.1	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	99.31	0.92	GCF_008692785.1	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	99.31	0.92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000006945.2, s__Salmonella enterica, 95.0604, 95.03, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.81, 0.86; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.71, 0.9; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.04, 0.85	95.97	11	N/A	N/A
GCA_006967565.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.74	0.92	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.74	0.92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.1, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.86, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.17, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.22, 0.85	98.47	11	N/A	N/A
GCA_007019045.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	95.6	0.87	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	95.6	0.87	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.12, 0.83; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.72, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.14, 0.86; GCF_000252995.1, s__Salmonella bongori, 95.0, 89.76, 0.85	97.64	11	N/A	N/A
GCA_007758295.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.06	0.93	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.06	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.06, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.82, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.33, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.16, 0.84	98.47	11	N/A	N/A
GCA_007765355.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.34	0.93	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.34	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 94.99, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.85, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.28, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.11, 0.84	97.64	11	N/A	N/A
GCA_007765995.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.06	0.93	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.06	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.05, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.78, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.3, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.15, 0.83	98.47	11	N/A	N/A
GCA_007815565.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.27	0.87	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.27	0.87	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.1, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.92, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.37, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.11, 0.85	97.64	11	N/A	N/A
